question,options,meta_info,answer
"A 45-year-old male presents to his primary care physician complaining of joint pain and stiffness. He reports progressively worsening pain and stiffness in his wrists and fingers bilaterally over the past six months that appears to improve in the afternoon and evening. His past medical history is notable for obesity and diabetes mellitus. He takes metformin and glyburide. His family history is notable for osteoarthritis in his father and psoriasis in his mother. His temperature is 98.6°F (37°C), blood pressure is 130/80 mmHg, pulse is 90/min, and respirations are 16/min. On examination, his bilateral metacarpophalangeal joints and proximal interphalangeal joints are warm and mildly edematous. The presence of antibodies directed against which of the following is most specific for this patient’s condition?","[""Fc region of IgG molecule"", ""Citrullinated peptides"", ""Topoisomerase I"", ""Centromeres""]",step1,B
"A 78-year-old woman is accompanied by her family for a routine visit to her primary care provider. The family states that 5 months prior, the patient had a stroke and is currently undergoing physical therapy. Today, her temperature is 98.2°F (36.8°C), blood pressure is 112/72 mmHg, pulse is 64/min, and respirations are 12/min. On exam, she is alert and oriented with no deficits in speech. Additionally, her strength and sensation are symmetric and preserved bilaterally. However, on further neurologic testing, she appears to have some difficulty with balance and a propensity to fall to her right side. Which of the following deficits does the patient also likely have?","[""Contralateral eye deviation"", ""Hemiballismus"", ""Intention tremor"", ""Truncal ataxia""]",step1,C
A 43-year-old man with a history of chronic alcoholism presents with a chronic cough and dyspnea. He says he traveled to Asia about 4 months ago and his symptoms started shortly after he returned. His temperature is 40.2°C (104.4°F) and pulse is 92/min. Physical examination reveals poor personal hygiene and a cough productive of foul blood-streaked sputum. Auscultation reveals decreased breath sounds on the right. A chest radiograph reveals an ill-defined circular lesion in the right middle lobe. Which of the following is true regarding this patient’s most likely diagnosis?,"[""Stains of gastric washing and urine have a high diagnostic yield on microscopy."", ""Inoculation of a sputum sample into selective agar media needs to be incubated at 35\u201337\u00b0C (95.0\u201398.6\u00b0F) for up to 8 weeks."", ""Ziehl-Neelsen staining is more sensitive than fluorescence microscopy with auramine-rhodamine stain."", ""A positive tuberculin test would be diagnostic of active infection.""]",step1,B
"A 52-year-old man comes to the physician because his skin has been progressively yellowing for the past 4 weeks. He also reports low appetite and difficulty fitting into his pants because of his swollen legs over the past several months. There is no personal or family history of serious illness. He does not smoke and drinks 1 to 2 beers on special occasions. He used to be sexually active with multiple female partners but has lost interest in sexual intercourse recently. He is 178 cm (5 ft 10 in) tall and weighs 68 kg (150 lb); his BMI is 22 kg/m2. Vital signs are within normal limits. Physical examination shows yellowing of the skin and sclera as well as erythema of the palms. There is bilateral enlargement of breast tissue. Cardiopulmonary examinations show no abnormalities. The abdomen is distended. The liver is palpated 2 to 3 cm below the right costal margin. On percussion of the left abdomen, a thrill can be felt on the right side. Hepatojugular reflux is absent. There is bilateral edema below the knees. Which of the following is the most likely underlying cause of this patient's condition?","[""Chronic viral hepatitis"", ""Congestive hepatopathy"", ""Primary biliary cirrhosis"", ""Non-alcoholic steatohepatitis""]",step2&3,A
"A 12-year-old girl is brought to the pediatrician by her father who is concerned about the child’s ability to sit in a moving vehicle. She frequently develops nausea and dizziness when riding in a car for more than 10 minutes. The child has vomited twice over the past month while riding in the car. Her symptoms are significantly impairing her ability to make it to school on time without having to stop and get out of the car. The child does well in school and has several close friends. On examination, the child is well-appearing and appropriately interactive. Dix-Hallpike maneuver is negative. Her gait is normal. Strength and range of motion are full and symmetric bilaterally in the upper and lower extremities. The father would like to know if there is anything his daughter can take to be able to sit in a moving vehicle without feeling ill. A medication with which of the following mechanisms of action is indicated to manage this patient’s symptoms?","[""Alpha-2 adrenergic receptor agonist"", ""Beta-1 adrenergic receptor agonist"", ""Muscarinic acetylcholine receptor antagonist"", ""Nicotinic acetylcholine receptor agonist""]",step1,C
A 3-month-old boy is brought to the physician for a routine follow-up examination. He was delivered at 32 weeks' gestation to a 35-year-old woman. Cardiac examination is shown. Which of the following is the most likely cause for this patient's findings?,"[""Patent ductus arteriosus"", ""Ventricular septal defect"", ""Atrial septal defect"", ""Mitral valve prolapse""]",step2&3,A
"A 5-year-old boy is brought to the physician because of an irregular gait 3 days after receiving age-appropriate vaccinations. Examination of the lower extremities shows no redness or swelling. When the child stands on his right leg, his left leg drops and his pelvis tilts towards the left. Sensation to light touch is normal in both legs. This patient's symptoms are most likely due to the injection of the vaccine into which of the following locations?","[""Inferolateral quadrant of the right buttock"", ""Inferomedial quadrant of the right buttock"", ""Inferomedial quadrant of the left buttock"", ""Superomedial quadrant of the right buttock""]",step1,D
"A 56-year-old man who underwent kidney transplantation 6 months ago, presents to the physician because of fever, dyspnea, non-productive cough, and lethargy. He is on no other medications apart from immunosuppressive therapy. On physical examination, the vital signs include: pulse 110/min, blood pressure 126/76 mm Hg, respirations 26/min, oxygen saturation 80% at room air, and temperature 37.7°C (99.9°F). Chest auscultation is normal except for occasional bilateral wheezes. An X-ray of the chest shows diffuse interstitial infiltrates. Bronchoalveolar lavage is performed and methenamine silver staining confirms a parasitic infestation. Which of the following is the most appropriate pharmacotherapy for the patient?","[""Intravenous pentamidine"", ""Trimethoprim-sulfamethoxazole intravenously"", ""High-dose corticosteroids and bronchodilators"", ""Oral dapsone + trimethoprim""]",step2&3,B
"A 45-year-old female is admitted to the hospital after worsening headaches for the past month. She has noticed that the headaches are usually generalized, and frequently occur during sleep. She does not have a history of migraines or other types of headaches. Her past medical history is significant for breast cancer, which was diagnosed a year ago and treated with mastectomy. She recovered fully and returned to work shortly thereafter. CT scan of the brain now shows a solitary cortical 5cm mass surrounded by edema in the left hemisphere of the brain at the grey-white matter junction. She is admitted to the hospital for further management. What is the most appropriate next step in management for this patient?","[""Chemotherapy"", ""Seizure prophylaxis and palliative pain therapy"", ""Irradiation to the brain mass"", ""Surgical resection of the mass""]",step2&3,D
"A 17-year-old male presents to your office with right knee pain. He is the quarterback of his high school football team and developed the knee pain after being tackled in last night's game. He states he was running with the ball and was hit on the lateral aspect of his right knee while his right foot was planted. Now, he is tender to palpation over the medial knee and unable to bear full weight on the right lower extremity. A joint effusion is present and arthrocentesis yields 50 cc's of clear fluid. Which of the following exam maneuvers is most likely to demonstrate ligamentous laxity?","[""Anterior drawer test"", ""Lachman's test"", ""Pivot shift test"", ""Valgus stress test""]",step2&3,D
A 36-year-old woman comes to the physician for a routine gynecological examination. She feels well. Menses occur with normal flow at regular 28-day intervals and last for 3 to 5 days. Her last menstrual period was 20 days ago. She is sexually active with one male partner and they use condoms inconsistently. Her sister was diagnosed with breast cancer at the age of 40 years. She drinks a glass of wine occasionally with dinner and has smoked 10 cigarettes daily for the past 15 years. The patient's vital signs are within normal limits. Physical examination including a complete pelvic exam shows no abnormalities. Urine pregnancy test is negative. A Pap smear shows atypical glandular cells. Which of the following is the most appropriate next step in management?,"[""Repeat cervical cytology at 12 months"", ""Perform colposcopy with endocervical and endometrial sampling"", ""Perform a diagnostic loop electrosurgical excision"", ""Perform colposcopy with endocervical sampling""]",step2&3,B
"An 81-year-old woman is brought to the emergency room by her son after witnessing the patient fall and hit her head. The son reports that the patient was in her usual state of health until she complained of chest palpitations. This startled her while she was climbing down the stairs and lead to a fall. Past medical history is significant for hypertension and atrial fibrillation. Medications are lisinopril, metoprolol, and warfarin. Temperature is 99°F (37.2°C), blood pressure is 152/96 mmHg, pulse is 60/min, respirations are 12/min, and pulse oximetry is 98% on room air. On physical examination, she is disoriented and at times difficult to arouse, the left pupil is 6 mm and non-reactive to light, and the right pupil is 2 mm and reactive to light. A right-sided visual field defect is appreciated on visual field testing. There is 1/5 strength on the right upper and lower extremity; as well as 5/5 strength in the left upper and lower extremity. A computerized tomography (CT) scan of the head is shown. Which of the following most likely explains this patient’s symptoms?","[""Herniation of the uncus"", ""Herniation of the cingulate gyrus"", ""Occlusion of the basilar artery"", ""Occlusion of the anterior spinal artery""]",step1,A
A critical care fellow is interested in whether the auscultatory finding of pulmonary rales can accurately predict hypervolemic state. He conducts a study in 100 patients with volume overloaded state confirmed by a Swan Ganz catheter in his hospital's cardiac critical care unit. He also recruits 100 patients with euvolemic state confirmed by Swan Ganz catheter. He subsequently examines all patients in the unit for rales and finds that 80 patients in the hypervolemic group have rales in comparison to 50 patients in the euvolemic group. Which of the following is the positive predictive value of rales for the presence of hypervolemia?,"[""50/100"", ""80/130"", ""50/70"", ""100/200""]",step2&3,B
A 55-year-old man presents to his primary care physician for a wellness checkup. The patient has a past medical history of alcohol abuse and is currently attending alcoholics anonymous with little success. He is currently drinking roughly 1L of hard alcohol every day and does not take his disulfiram anymore. Which of the following findings is most likely to also be found in this patient?,"[""Constipation"", ""Decreased CNS NMDA activity"", ""Dysdiadochokinesia"", ""Microcytic anemia""]",step2&3,C
"A 44-year-old woman presents to her primary care physician because she has been experiencing shortness of breath and fatigue over the past week. In addition, she has noticed that her eyelids appear puffy and her lower extremities have become swollen. Laboratory tests reveal protein and fatty casts in her urine. Based on these findings, a kidney biopsy is obtained and has a granular appearance on immunofluorescence with subepithelial deposits on electron microscopy. Which of the following is associated with the most likely cause of this patient's symptoms?","[""Diabetes"", ""Onset in childhood"", ""Phospholipase A2 receptor antibodies"", ""Sickle cell disease""]",step1,C
"A 75-year-old woman presents to the emergency department because of a brief loss of consciousness, slurred speech, and facial numbness. Family members report that she complained about feeling chest pain and shortness of breath while on her morning walk. Medical history is noncontributory. Physical examination shows decreased pupil reactivity to light and hemiplegic gait. Her pulse is 120/min, respirations are 26/min, temperature is 36.7°C (98.0°F), and blood pressure is 160/80 mm Hg. On heart auscultation, S1 is loud, widely split, and there is a diastolic murmur. Transthoracic echocardiography in a 4-chamber apical view revealed a large oval-shaped and sessile left atrial mass. Which of the following is the most likely complication of this patient's condition?","[""Atrioventricular block"", ""Congestive heart failure"", ""Mitral valve obstruction"", ""Pericarditis""]",step1,C
"A 14-year-old girl presents to the pediatrician for behavior issues. The girl has been having difficulty in school as a result. Every time the girl enters her classroom, she feels the urge to touch every wall before heading to her seat. When asked why she does this, she responds, ""I'm not really sure. I just can't stop thinking about it until I have touched each wall."" The parents have noticed this behavior occasionally at home but were not concerned. The girl is otherwise healthy, has many friends, eats a balanced diet, does not smoke, and is not sexually active. Her temperature is 98.2°F (36.8°C), blood pressure is 117/74 mmHg, pulse is 80/min, respirations are 15/min, and oxygen saturation is 98% on room air. Physical exam is notable for a healthy young girl. Neurologic exam is unremarkable. There is no observed abnormalities in behavior while the girl is in the office. Which of the following is the most appropriate initial step in management for this patient?","[""Clomipramine"", ""Cognitive behavioral therapy"", ""Lorazepam"", ""Risperidone""]",step2&3,B
"A 28-year-old woman with a history of migraines presents to your office due to sudden loss of vision in her left eye and difficulty speaking. Two weeks ago she experienced muscle aches, fever, and cough. Her muscle aches are improving but she continues to have a cough. She also feels as though she has been more tired than usual. She had a similar episode of vision loss 2 years ago and had an MRI at that time. She has a family history of migraines and takes propranolol daily. On swinging light test there is decreased constriction of the left pupil relative to the right pupil. You repeat the MRI and note enhancing lesions in the left optic nerve. Which of the following is used to prevent progression of this condition?","[""Dexamethasone"", ""Methotrexate"", ""Natalizumab"", ""Adalimumab""]",step1,C
"A 5-day-old, 2200 g (4 lb 14 oz) male newborn is brought to the physician because of poor feeding and irritability. He was born at 36 weeks' gestation after the pregnancy was complicated by premature rupture of membranes. His APGAR scores at delivery were 5 and 8 at 1 and 5 minutes, respectively. He appears lethargic. His temperature is 38.5°C (101.3°F), pulse is 170/min, and respirations are 63/min. Examination shows scleral icterus. Subcostal retractions and nasal flaring are present. Capillary refill time is 4 seconds. Laboratory studies are ordered and an x-ray of the chest is scheduled. Which of the following is the most appropriate next step in management?","[""Methimazole therapy"", ""Surfactant therapy"", ""Ampicillin and gentamicin therapy"", ""Endotracheal intubation""]",step2&3,C
"A 49-year-old man comes to the hospital for a 10-day history of cough and worsening shortness of breath. He has sharp right-sided chest pain that worsens on inspiration and coughing. Two weeks ago, the patient was admitted to the hospital after passing out on the street from alcohol intoxication but he left against medical advice. He has coronary artery disease and hypertension, and he does not take any medications. He drinks 4 cans of beer daily and has smoked 2 packs of cigarettes daily for 20 years. His temperature is 38.5°C (101.3° F), pulse is 110/min, respirations are 29/min, and blood pressure is 110/65 mmHg. Examination shows poor dentition. There is dullness to percussion at the base of the right lung. Crackles and markedly decreased breath sounds are heard over the right middle and lower lung fields. An x-ray of the chest shows a right-sided loculated pleural effusion and consolidation of the surrounding lung with visible air bronchogram; there are no rib fractures. Thoracocentesis is performed. Examination of this patient's pleural fluid is most likely to show which of the following findings?","[""Amylase of 200 U/L"", ""Lymphocytosis of > 90%"", ""Pleural fluid LDH/serum LDH ratio of 0.5"", ""Glucose of 30 mg/dL""]",step2&3,D
A 56-year-old postmenopausal woman comes to the physician because of a 6-month history of worsening pain and swelling in her left knee. She has a history of peptic ulcer disease for which she takes cimetidine. Examination shows palpable crepitus and limited range of motion of the left knee. Which of the following is the most appropriate pharmacotherapy for this patient’s symptoms?,"[""Ketorolac"", ""Diclofenac"", ""Acetylsalicylic acid"", ""Celecoxib""]",step1,D
"A 35-year-old Caucasian female presents with anemia, malaise, bloating, and diarrhea. Past genetic testing revealed that this patient carries the HLA-DQ2 allele. The physician suspects that the patient's presentation is dietary in cause. Which of the following findings would definitively confirm this diagnosis?","[""CT scan showing inflammation of the small bowel wall"", ""Biopsy of the duodenum showing atrophy and blunting of villi"", ""Liver biopsy showing apoptosis of hepatocytes"", ""Esophageal endoscopy showing lower esophageal metaplasia""]",step1,B
"A 54-year-old man comes to the physician for a routine health maintenance examination. He was diagnosed with type 2 diabetes mellitus 1 year ago. His only medication is metformin. His serum glucose is 186 mg/dL and his hemoglobin A1c is 7.6%. The physician prescribes an additional antidiabetic drug and counsels the patient on its delayed onset of action. At a follow-up appointment 4 weeks later, the patient reports that his home blood glucose readings have improved. He also mentions that he has had a weight gain of 4 kg (8.8 lb). The patient has most likely been treated with which of the following drugs?","[""Empagliflozin"", ""Liraglutide"", ""Rosiglitazone"", ""Glyburide""]",step1,C
"A 2-week old newborn is brought to the physician for a follow-up examination after the initial newborn examination showed asymmetry of the legs. She was born at term to a 26-year-old woman, gravida 3, para 2. Pregnancy was complicated by a breech presentation and treated with an emergency lower segment transverse cesarean section. The newborn's head circumference is 35 cm (13.7 in). She is at the 60th percentile for length and 75th percentile for weight. Cardiac examination shows no abnormalities. The spine is normal. Abduction of the right hip after cupping the pelvis and flexing the right hip and knee causes a palpable clunk. The feet have no deformities. Ultrasonography of the hip determines the angle between lines along the bone acetabulum and the ilium is 50°. Which of the following is the most appropriate next step in management?","[""Reassure the mother and schedule follow-up appointment in 4 weeks"", ""Perform closed reduction of the right hip"", ""Obtain an MRI of the right hip"", ""Treat using a harness""]",step2&3,D
A 16-year-old male presents to the emergency department with a hematoma after falling during gym class. He claims that he has a history of prolonged nosebleeds and bruising/bleeding after minor injuries. Physical exam is unrevealing other than the hematoma. Labs are obtained showing an increased bleeding time and an abnormal ristocetin cofactor assay. Coagulation assays reveal an increased partial thromboplastin time (PTT) and but a normal prothrombin time (PT). The patient is given desmopressin and is asked to avoid aspirin. Which of the following findings is most likely directly involved in the etiology of this patient's presentation?,"[""Decreased levels of factor VIII"", ""Decreased levels of factor IX"", ""Decreased activity of ADAMTS13"", ""Decreased plasma fibrinogen""]",step1,A
"A 55-year-old male with a history of stage I colon cancer status-post left hemicolectomy presents to your office for follow-up. You intend to discuss the results from his recent surveillance colonoscopy, which showed no remaining cancer, no polyps, and a well-healed anastmosis. During your meeting, you note that the patient is exhibiting the defense mechanism of suppression. Which of the following statements from the patient is consistent with your impression?","[""\""Last week I volunteered for the local Cancer Society. Helping other cancer patients just makes me feel better.\"""", ""\""Oh, doctor, I'm just so grateful to be seeing you. I just know you've cured my cancer. I probably don't even need to check anymore.\"""", ""\""I'm sorry I was late today. I also didn't get any of the labs you asked for.\"""", ""\""I really haven't thought about the colonoscopy until today. Worrying before getting the results wasn't going to help anything.\""""]",step1,D
"A 2-year-old boy is brought to the physician by his father for a well-child examination. He recently emigrated from Mexico with his family and has not seen a physician since birth. Vital signs are within normal limits. Cardiac examination shows a harsh, grade 3/6 holosystolic murmur heard best at the left lower sternal border. During deep inspiration, the second heart sound is split. If left untreated, irreversible changes would most likely be seen in which of the following structures?","[""Ascending aorta"", ""Superior vena cava"", ""Pulmonary artery"", ""Mitral valve""]",step1,C
A 51-year-old female presents to her primary care physician complaining of body aches and constipation. She reports that her “bones hurt” and that she has experienced worsening constipation over the past few months. Her medical history is notable for three kidney stones within the past year that both passed spontaneously. Her vital signs are stable. Physical examination reveals a small nodule near the right inferior pole of the thyroid. Which of the following sets of serum findings is most likely in this patient?,"[""Increased calcium, decreased phosphate, increased parathyroid hormone"", ""Decreased calcium, increased phosphate, increased parathyroid hormone"", ""Decreased calcium, increased phosphate, decreased parathyroid hormone"", ""Normal calcium, normal phosphate, normal parathyroid hormone""]",step1,A
"A 67-year-old woman comes to the physician because of fever, chills, myalgias, and joint pain 1 month after undergoing aortic prosthetic valve replacement due to high-grade aortic stenosis. She does not drink alcohol or use illicit drugs. Her temperature is 39.3°C (102.8°F). She appears weak and lethargic. Physical examination shows crackles at both lung bases and a grade 2/6, blowing diastolic murmur over the right sternal border. Laboratory studies show leukocytosis and an elevated erythrocyte sedimentation rate. The causal organism is most likely to have which of the following characteristics?","[""Alpha hemolytic, optochin-sensitive diplococci"", ""Novobiocin-sensitive, coagulase-negative cocci"", ""Beta hemolytic, bacitracin-sensitive cocci"", ""Alpha hemolytic, optochin-resistant cocci""]",step1,B
"A 50-year old woman presents to her family physician 6 months after the death of her husband, who died following a car accident. She is crying inconsolably and reports that she no longer enjoys doing the things she and her husband once did together. She feels guilty for the time she wasted arguing with him in the past. She finds herself sleeping on most mornings, but still lacks the energy and concentration needed at work. The physical examination is normal. Based on a well-known hypothesis, which of the following combinations of neurotransmitter abnormalities most likely exist in this patient?","[""\u2193 Norepinephrine, \u2193 Serotonin, \u2193 Dopamine"", ""Normal Norepinephrine, Normal Serotonin, \u2193 Dopamine"", ""Normal Norepinephrine, Normal Serotonin, \u2191 Dopamine"", ""Normal Norepinephrine, \u2193 Serotonin, Normal Dopamine""]",step1,A
"A 49-year-old woman presents to the office for a follow-up visit. She was diagnosed with cirrhosis of the liver 1 year ago and is currently receiving symptomatic treatment along with complete abstinence from alcohol. She does not have any complaints. She has a 4-year history of gout, which has been asymptomatic during treatment with medication. She is currently prescribed spironolactone and probenecid. She follows a diet rich in protein. The physical examination reveals mild ascites with no palpable abdominal organs. A complete blood count is within normal limits, while a basic metabolic panel with renal function shows the following:
Sodium 141 mEq/L
Potassium 5.1 mEq/L
Chloride 101 mEq/L
Bicarbonate 22 mEq/L
Albumin 3.4 mg/dL
Urea nitrogen 4 mg/dL
Creatinine 1.2 mg/dL
Uric Acid 6.8 mg/dL
Calcium 8.9 mg/dL
Glucose 111 mg/dL
Which of the following explains the blood urea nitrogen result?","[""Use of probenecid"", ""Liver disease"", ""Spironolactone"", ""Increase in dietary protein""]",step1,B
A 57-year-old man is brought to the emergency department because of a 2-day history of fever and right upper quadrant abdominal pain. Examination shows jaundice. Ultrasonography of the abdomen shows cholelithiasis and marked dilation of the biliary duct. An ERCP is performed and reveals pus with multiple brown concrements draining from the common bile duct. Which of the following is the most likely underlying cause of the patient's findings?,"[""Increased alanine aminotransferase activity"", ""Decreased heme oxygenase activity"", ""Decreased HMG-coenzyme A reductase activity"", ""Increased \u03b2-glucuronidase activity""]",step1,D
"A 3-year-old boy is brought in by his parents to the emergency department for lethargy and vomiting. The patient was fine until this afternoon, when his parents found him in the garage with an unlabeled open bottle containing an odorless liquid. On exam, the patient is not alert or oriented, but is responsive to touch and pain. The patient is afebrile and pulse is 90/min, blood pressure is 100/60 mmHg, and respirations are 20/min. Which of the following is an antidote for the most likely cause of this patient’s presentation?","[""Glucagon"", ""Fomepizole"", ""Epinephrine"", ""Sodium bicarbonate""]",step1,B
"A 53-year-old man with a past medical history significant for hyperlipidemia, hypertension, and hyperhomocysteinemia presents to the emergency department complaining of 10/10 crushing, left-sided chest pain radiating down his left arm and up his neck into the left side of his jaw. His ECG shows ST-segment elevation in leads V2-V4. He is taken to the cardiac catheterization laboratory for successful balloon angioplasty and stenting of a complete blockage in his left anterior descending coronary artery. Echocardiogram the following day shows decreased left ventricular function and regional wall motion abnormalities. A follow-up echocardiogram 14 days later shows a normal ejection fraction and no regional wall motion abnormalities. This post-infarct course illustrates which of the following concepts?","[""Ventricular remodeling"", ""Myocardial hibernation"", ""Myocardial stunning"", ""Coronary collateral circulation""]",step1,C
"A 23-year-old man presents to the emergency department with bloody vomitus. The patient is an alcoholic and has presented similarly before. He is given ondansetron; however, he continues to vomit. The patient complains of sudden substernal chest pain and dysphagia after another bout of vomiting. His temperature is 99°F (37.2°C), blood pressure is 117/60 mmHg, pulse is 122/min, respirations are 15/min, and oxygen saturation is 99% on room air. Physical exam is notable for an uncomfortable man with subcutaneous emphysema in the patient’s neck and supraclavicular areas. Which of the following is the most likely diagnosis?","[""Esophageal rupture"", ""Esophageal varices"", ""Mallory Weiss syndrome"", ""Tension pneumothorax""]",step2&3,A
"A 28-year-old man comes to the physician because of a 1-year history of chronic back pain. He explains that the pain started after getting a job at a logistics company. He does not recall any trauma and does not have morning stiffness or neurological symptoms. He has been seen by two other physicians for his back pain who did not establish a diagnosis. The patient also has abdominal bloating and a feeling of constipation that started 3 weeks ago. After doing extensive research on the internet, he is concerned that the symptoms might be caused by pancreatic cancer. He would like to undergo a CT scan of his abdomen for reassurance. He has a history of episodic chest pain, for which he underwent medical evaluation with another healthcare provider. Tests showed no pathological results. He does not smoke or drink alcohol. He reports that he is under significant pressure from his superiors due to frequent performance evaluations. He takes daily multivitamins and glucosamine to prevent arthritis. His vital signs are within normal limits. Examination shows a soft, non-tender, non-distended abdomen and mild bilateral paraspinal muscle tenderness. The remainder of the examination, including a neurologic examination, shows no abnormalities. Laboratory studies are within the reference range. An x-ray of the spine shows no abnormalities. Which of the following is the most likely explanation for this patient's symptoms?","[""Malignant neoplasm"", ""Atypical depression"", ""Somatic symptom disorder"", ""Acute stress disorder""]",step2&3,C
A 41-year-old man is brought to the emergency room after a blunt-force injury to the abdomen. His pulse is 130/min and blood pressure is 70/40 mm Hg. Ultrasound of the abdomen shows a large amount of blood in the hepatorenal recess and the pelvis. Which of the following responses by the kidney is most likely?,"[""Decreased proton excretion"", ""Increased sodium reabsorption"", ""Increased sodium filtration"", ""Increased creatinine absorption""]",step1,B
"An 18-year-old boy presents to the clinic with shortness of breath and fever for the last 2 days. He also has a cough for the same duration. He is asthmatic and uses inhaled albuterol for symptom relief when required. He used albuterol today 3 times at 10-minute intervals but has not had relief of his symptoms. On physical examination, his temperature is 38.3°C (101.0°F), pulse is 130/min, blood pressure is 116/80 mm Hg, and respirations are 28/min. Auscultation of the chest reveals bilateral crackles. Considering that he has already taken inhaled albuterol and has tachycardia, the physician nebulizes him with inhaled ipratropium bromide, which significantly improves his symptoms. Which of the following is the mechanism of action of this drug?
 ","[""Inhibition of degranulation of mast cells"", ""Inhibition of adenosine receptors in the respiratory tract"", ""Inhibition of vagally-mediated contraction of bronchial smooth muscles"", ""Inhibition of vagally-mediated dryness in the respiratory mucosa""]",step1,C
"A previously healthy 10-year-old boy is brought to the emergency room by his mother 5 hours after the onset of abdominal pain and nausea. Over the past 2 weeks, he has also had progressive abdominal pain and a 4-kg (8.8-lb) weight loss. The mother reports that her son has been drinking more water than usual during this period. Last week he wet his bed three times despite being completely toilet-trained since 3 years of age. His temperature is 37.8°C (100°F), pulse is 128/min, respirations are 35/min, and blood pressure is 95/55 mm Hg. He appears lethargic. Physical examination shows deep and labored breathing and dry mucous membranes. The abdomen is soft, and there is diffuse tenderness to palpation with no guarding or rebound. Serum laboratory studies show:
Na+ 133 mEq/L
K+ 5.9 mEq/L
Cl- 95 mEq/L
HCO3- 13 mEq/L
Urea nitrogen 25 mg/dL
Creatinine 1.0 mg/dL
Urine dipstick is positive for ketones and glucose. Further evaluation is most likely to reveal which of the following?""","[""Decreased total body potassium"", ""Increased total body sodium"", ""Increased arterial pCO2"", ""Hypervolemia""]",step2&3,A
"A 2-year-old female with abdominal pain undergoes laparoscopic surgery. An outpouching of tissue is excised from the ileum and sent to the laboratory for evaluation. The pathologist notes inflammation and the presence of mucosa, submucosa, and muscle in the walls of the specimen. Which of the following is the most likely diagnosis?","[""Crohn's disease"", ""Meckel's diverticulum"", ""Appendicitis"", ""Henoch-Schonlein purpura""]",step1,B
"A 24-year-old woman presents to her gynecologist complaining of mild pelvic discomfort and a frothy, yellowish discharge from her vagina for the past 2 weeks. She also complains of pain during sexual intercourse and sometimes after urination. Her past medical history is noncontributory. She takes oral contraceptives and a multivitamin daily. She has had two male sexual partners in her lifetime and uses condoms inconsistently. Today, her vitals are normal. On pelvic exam, she has vulvovaginal erythema and a 'strawberry cervix' that is tender to motion, with minimal green-yellow malodorous discharge. A swab of the vaginal wall is analyzed for pH at bedside. Vaginal pH is 5.8. Which of the following is the most likely diagnosis for this patient?","[""Vulvovaginal candidiasis"", ""Atrophic vaginitis"", ""Chlamydia"", ""Trichomoniasis""]",step1,D
"A 39-year-old woman presents to your office with 4 days of fever, sore throat, generalized aching, arthralgias, and tender nodules on both of her shins that arose in the last 48 hours. Her medical history is negative for disease and she does not take oral contraceptives or any other medication regularly. The physical examination reveals the vital signs that include body temperature 38.5°C (101.3°F), heart rate 85/min, blood pressure 120/65 mm Hg, tender and enlarged submandibular lymph nodes, and an erythematous, edematous, and swollen pharynx with enlarged tonsils and a patchy white exudate on the surface. She is not pregnant. Examination of the lower limbs reveals erythematous, tender, immobile nodules on both shins. You do not identify ulcers or similar lesions on other areas of her body. What is the most likely diagnosis in this patient?","[""Erythema induratum"", ""Cutaneous polyarteritis nodosa"", ""Henoch-Sch\u00f6nlein purpura"", ""Erythema nodosum""]",step1,D
"A 72-year-old man comes to his primary care provider because of double vision and headache. He says these symptoms developed suddenly last night and have not improved. He has had type 2 diabetes mellitus for 32 years and essential hypertension for 19 years for which he takes metformin and lisinopril. His last recorded A1c was 9.4%. He has smoked 10 to 15 cigarettes a day for the past 35 years. Family history is significant for chronic kidney disease in his mother. Vital signs reveal a temperature of 36.9 °C (98.42°F), blood pressure of 137/82 mm Hg, and pulse of 72/min. On examination, there is ptosis of the right eye and it is deviated down and out. Visual acuity is not affected in either eye. Which of the following cranial nerves is most likely impaired in this patient?","[""Trochlear nerve"", ""Oculomotor nerve"", ""Abducens nerve"", ""Facial nerve""]",step2&3,B
"A 66-year-old man presents to the emergency room with blurred vision, lightheadedness, and chest pain that started 30 minutes ago. The patient is awake and alert. His history is significant for uncontrolled hypertension, coronary artery disease, and he previously underwent percutaneous coronary intervention. He is afebrile. The heart rate is 102/min, the blood pressure is 240/135 mm Hg, and the O2 saturation is 100% on room air. An ECG is performed and shows no acute changes. A rapid intravenous infusion of a drug that increases peripheral venous capacitance is started. This drug has an onset of action that is less than 1 minute with rapid serum clearance than necessitates a continuous infusion. What is the most severe side effect of this medication?","[""Cyanide poisoning"", ""Status asthmaticus"", ""Intractable headache"", ""Increased intraocular pressure""]",step1,A
"A 26-year-old African American woman presents to the clinic with burning upon urination. The patient describes increased frequency, urgency, and a painful sensation at the urethra when urinating for the past 3 days. She also reports increased vaginal discharge and abnormal odor during the same time. The patient denies fever, flank pain, or hematuria (though the patient does report a dark brown color of the urine). Her past medical history is significant for Crohn disease that is controlled with sulfasalazine. Vital signs are within normal limits. What is the definitive treatment of the described condition?","[""IM ceftriaxone and oral azithromycin"", ""Increase in sulfasalazine dose"", ""IV ceftriaxone"", ""Surgery""]",step2&3,D
